CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JE281583,06/27/2021 06:28:00 PM,079XX S STONY ISLAND AVE,051B,ASSAULT,AGGRAVATED - OTHER FIREARM,STREET,N,N,411,8,04A,1188223,1852840,41.751270452,-87.585822373,"(41.751270452, -87.585822373)"
JE282163,06/27/2021 09:45:00 PM,003XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,N,N,114,42,06,1178722,1901251,41.884335468,-87.619164088,"(41.884335468, -87.619164088)"
JE280818,06/27/2021 01:30:00 AM,015XX N WELLS ST,0460,BATTERY,SIMPLE,SIDEWALK,Y,N,1821,27,08B,1174425,1910481,41.909760125,-87.63466702,"(41.909760125, -87.63466702)"
JE281605,06/27/2021 05:25:00 PM,051XX N MILWAUKEE AVE,0554,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",POLICE FACILITY / VEHICLE PARKING LOT,Y,N,1623,45,08A,1138424,1933673,41.974129858,-87.766357256,"(41.974129858, -87.766357256)"
JE281645,06/27/2021 07:00:00 PM,047XX N MILWAUKEE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,1623,45,08A,1140122,1931163,41.967211197,-87.760174898,"(41.967211197, -87.760174898)"
JE281255,06/27/2021 12:47:00 PM,036XX W CERMAK RD,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,1014,24,08A,1152228,1889131,41.851640652,-87.716773122,"(41.851640652, -87.716773122)"
JE281867,06/27/2021 08:29:00 PM,008XX S KOLMAR AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,Y,N,1131,24,16,1146146,1895779,41.870001273,-87.738926883,"(41.870001273, -87.738926883)"
JE281075,06/27/2021 09:45:00 AM,038XX W GRENSHAW ST,0820,THEFT,$500 AND UNDER,ALLEY,N,Y,1133,24,06,1150996,1894766,41.867127946,-87.721147439,"(41.867127946, -87.721147439)"
JE295800,07/09/2021 05:00:00 AM,090XX S JEFFERY BLVD,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,N,N,413,8,05,1191087,1845423,41.730848762,-87.575566724,"(41.730848762, -87.575566724)"
JE296326,07/09/2021 11:36:00 PM,029XX W 63RD ST,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,823,17,03,1157983,1862728,41.77907214,-87.696369048,"(41.77907214, -87.696369048)"
JE295546,07/09/2021 10:45:00 AM,069XX S CALUMET AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,322,6,08B,1179684,1858861,41.767992049,-87.616929557,"(41.767992049, -87.616929557)"
JE389081,09/22/2021 05:00:00 PM,022XX N LINCOLN AVE,0460,BATTERY,SIMPLE,RESTAURANT,N,N,1812,43,08B,1171513,1915251,41.922913834,-87.645223803,"(41.922913834, -87.645223803)"
JE296224,07/09/2021 08:00:00 PM,072XX S PHILLIPS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,334,7,14,1193777,1857342,41.763490074,-87.565322785,"(41.763490074, -87.565322785)"
JE295373,07/09/2021 07:38:00 AM,041XX W MADISON ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,N,N,1115,28,04A,1148786,1899691,41.880685678,-87.729133452,"(41.880685678, -87.729133452)"
JE296604,07/09/2021 12:36:00 PM,001XX W RANDOLPH ST,0860,THEFT,RETAIL THEFT,DRUG STORE,Y,N,122,42,06,1175414,1901275,41.884476226,-87.631310613,"(41.884476226, -87.631310613)"
JE389314,09/21/2021 04:00:00 PM,032XX W MAYPOLE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,N,N,1123,28,11,1154770,1900800,41.88361118,-87.707130873,"(41.88361118, -87.707130873)"
JE296304,07/09/2021 10:10:00 PM,054XX W HURON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1524,37,08B,1140082,1904103,41.892956463,-87.760986157,"(41.892956463, -87.760986157)"
JE389005,09/05/2021 10:30:00 AM,049XX N DAMEN AVE,0810,THEFT,OVER $500,OTHER (SPECIFY),N,N,2032,40,06,1162116,1932800,41.971270976,-87.679259373,"(41.971270976, -87.679259373)"
JE382784,09/22/2021 04:30:00 AM,020XX N KEYSTONE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,2525,26,08A,1149054,1913196,41.91773961,-87.727799357,"(41.91773961, -87.727799357)"
JE301058,07/08/2021 10:00:00 PM,015XX N WELLS ST,0890,THEFT,FROM BUILDING,ALLEY,N,N,1821,27,06,1174425,1910474,41.909740917,-87.63466723,"(41.909740917, -87.63466723)"
JE295503,07/09/2021 10:00:00 AM,050XX S EAST END AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,222,5,08B,1188165,1871757,41.803181616,-87.585432024,"(41.803181616, -87.585432024)"
JE296277,07/09/2021 10:13:00 PM,013XX S BLUE ISLAND AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,N,N,1232,25,04B,1168975,1894086,41.864891176,-87.655163883,"(41.864891176, -87.655163883)"
JE301551,07/03/2021 12:01:00 AM,017XX W 51ST ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),N,N,931,20,11,1165650,1870882,41.801288443,-87.668029677,"(41.801288443, -87.668029677)"
JE296072,07/09/2021 06:20:00 PM,008XX W 31ST ST,0460,BATTERY,SIMPLE,STREET,N,Y,913,11,08B,1171116,1884313,41.838026577,-87.647590804,"(41.838026577, -87.647590804)"
JE295812,07/09/2021 02:37:00 PM,015XX N ORLEANS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,1821,27,14,1173630,1910501,41.909832738,-87.637586893,"(41.909832738, -87.637586893)"
JE295609,07/09/2021 11:30:00 AM,043XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,215,3,14,1177883,1876197,41.815604689,-87.623005973,"(41.815604689, -87.623005973)"
JE328166,07/31/2021 12:01:00 AM,009XX W DAKIN ST,0810,THEFT,OVER $500,APARTMENT,N,N,1923,46,06,1169349,1926419,41.953606693,-87.652849281,"(41.953606693, -87.652849281)"
JE300599,07/07/2021 04:00:00 PM,081XX S KOSTNER AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,834,18,11,1148617,1849961,41.744222561,-87.731033827,"(41.744222561, -87.731033827)"
JE295976,07/09/2021 05:30:00 PM,118XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,N,N,522,34,01A,1178384,1826284,41.678626168,-87.622680365,"(41.678626168, -87.622680365)"
JE263869,06/12/2021 08:00:00 PM,026XX N NARRAGANSETT AVE,0460,BATTERY,SIMPLE,RESTAURANT,N,N,2512,36,08B,1133298,1916823,41.927983218,-87.785603309,"(41.927983218, -87.785603309)"
JE298757,07/09/2021 09:26:00 PM,054XX N CLARK ST,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,2012,40,06,1165048,1936387,41.981051896,-87.668375719,"(41.981051896, -87.668375719)"
JE329106,07/15/2021 02:25:00 AM,064XX S DR MARTIN LUTHER KING JR DR,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,N,N,312,20,11,1180029,1862357,41.777577536,-87.615558035,"(41.777577536, -87.615558035)"
JE268193,06/16/2021 01:31:00 PM,061XX N ARTESIAN AVE,0453,BATTERY,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,RESIDENCE,Y,Y,2413,40,04B,1158873,1940753,41.99316168,-87.690964939,"(41.99316168, -87.690964939)"
JE281447,06/27/2021 03:30:00 PM,030XX W WASHINGTON BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1222,27,07,1156157,1900529,41.882839644,-87.702044995,"(41.882839644, -87.702044995)"
JE281149,06/27/2021 12:30:00 AM,001XX W OHIO ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1831,42,06,1175195,1904167,41.892416949,-87.632028008,"(41.892416949, -87.632028008)"
JE280846,06/27/2021 02:00:00 AM,075XX S COLES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,N,Y,421,7,08B,1195964,1855586,41.758617623,-87.55736521,"(41.758617623, -87.55736521)"
JE295695,07/09/2021 07:55:00 AM,032XX W LAWRENCE AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1713,33,06,1153740,1931704,41.968434832,-87.710088296,"(41.968434832, -87.710088296)"
JE295519,07/09/2021 10:26:00 AM,065XX S GREEN ST,4651,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS,RESIDENCE,N,N,723,20,26,1171764,1861400,41.775136725,-87.64588551,"(41.775136725, -87.64588551)"
JE296578,06/27/2021 07:30:00 AM,036XX W 64TH PL,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,823,23,08A,1153245,1861596,41.776060751,-87.713769075,"(41.776060751, -87.713769075)"
JE383765,09/22/2021 08:43:00 PM,012XX N SPRINGFIELD AVE,2022,NARCOTICS,POSSESS - COCAINE,ALLEY,Y,N,2535,27,18,1150154,1908037,41.903561437,-87.723892561,"(41.903561437, -87.723892561)"
JE295457,07/09/2021 06:00:00 AM,037XX W ROSCOE ST,0810,THEFT,OVER $500,STREET,N,N,1732,30,06,1151004,1922351,41.942823698,-87.720394471,"(41.942823698, -87.720394471)"
JE295941,07/09/2021 12:00:00 PM,057XX S WABASH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,232,20,14,1177693,1867018,41.790420977,-87.623980798,"(41.790420977, -87.623980798)"
JE295851,07/09/2021 09:30:00 AM,069XX S LAFAYETTE AVE,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,731,6,06,1177024,1859232,41.769070498,-87.626668445,"(41.769070498, -87.626668445)"
JE431824,11/02/2021 06:52:00 PM,039XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,2524,31,06,1149803,1915668,41.924508458,-87.72498305,"(41.924508458, -87.72498305)"
JE301037,07/06/2021 11:30:00 AM,055XX W MONROE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,N,N,1522,29,14,1139554,1899114,41.879275664,-87.763047094,"(41.879275664, -87.763047094)"
JE388891,09/22/2021 09:19:00 AM,006XX W STRATFORD PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1925,44,11,1171538,1923347,41.945129044,-87.644893073,"(41.945129044, -87.644893073)"
JE296561,07/09/2021 07:00:00 PM,019XX W OGDEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,Y,1231,27,08B,1163312,1897077,41.873219626,-87.675868666,"(41.873219626, -87.675868666)"
JE299017,07/09/2021 10:00:00 PM,052XX S FRANCISCO AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - GARAGE,N,N,923,14,06,1157929,1869826,41.798551141,-87.696374233,"(41.798551141, -87.696374233)"
JE295843,07/09/2021 01:30:00 PM,080XX S KEDVALE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),N,N,834,18,11,1150144,1851049,41.747178758,-87.72541049,"(41.747178758, -87.72541049)"
JE295354,07/09/2021 12:00:00 AM,026XX W LITHUANIAN PLAZA CT,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,831,17,14,1159749,1858789,41.768226879,-87.690002707,"(41.768226879, -87.690002707)"
JE324084,08/03/2021 02:22:00 AM,0000X E 101ST PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,511,9,08B,1178423,1837687,41.70991675,-87.622193006,"(41.70991675, -87.622193006)"
JE463682,12/01/2021 09:00:00 AM,082XX S LANGLEY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,631,6,11,1182329,1850546,41.745113957,-87.607491654,"(41.745113957, -87.607491654)"
JE328137,08/01/2021 04:45:00 PM,134XX S DR MARTIN LUTHER KING JR DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,533,9,07,1181257,1816409,41.651462167,-87.612466504,"(41.651462167, -87.612466504)"
JE383964,09/22/2021 06:09:00 PM,042XX W THORNDALE AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE - YARD (FRONT / BACK),N,N,1711,39,26,1147090,1939103,41.988868333,-87.734349977,"(41.988868333, -87.734349977)"
JE382856,09/22/2021 07:21:00 AM,0000X N WESTERN AVE,0560,ASSAULT,SIMPLE,RESTAURANT,N,N,1223,27,08A,1160408,1900166,41.881756669,-87.686445186,"(41.881756669, -87.686445186)"
JE384241,09/22/2021 10:30:00 PM,043XX W CULLOM AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,1722,39,06,1146695,1928226,41.959028641,-87.736081772,"(41.959028641, -87.736081772)"
JE383695,09/22/2021 07:51:00 PM,007XX N LEAMINGTON AVE,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,N,N,1531,37,08B,1141889,1904448,41.893869916,-87.754341096,"(41.893869916, -87.754341096)"
JE281853,06/27/2021 08:32:00 PM,037XX E 114TH ST,0560,ASSAULT,SIMPLE,STREET,N,N,433,10,08A,1202639,1829988,41.68820702,-87.533773791,"(41.68820702, -87.533773791)"
JE282928,06/27/2021 07:40:00 PM,057XX W OHIO ST,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,N,N,1511,29,04B,1137958,1903398,41.891060468,-87.768803952,"(41.891060468, -87.768803952)"
JE281559,06/27/2021 12:00:00 AM,001XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,N,N,114,42,11,1177269,1901590,41.88529876,-87.624489335,"(41.88529876, -87.624489335)"
JE281422,06/27/2021 03:06:00 PM,037XX S ARCHER AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,911,12,04A,1160377,1879333,41.824589398,-87.687134703,"(41.824589398, -87.687134703)"
JE281788,06/27/2021 09:20:00 PM,008XX E 54TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,233,5,07,1182684,1869387,41.796807255,-87.60560675,"(41.796807255, -87.60560675)"
JE281834,06/27/2021 10:00:00 PM,004XX E 32ND ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,211,4,08A,1179519,1883862,41.836600771,-87.61677038,"(41.836600771, -87.61677038)"
JE281300,06/27/2021 01:51:00 PM,062XX S ALBANY AVE,0820,THEFT,$500 AND UNDER,STREET,N,Y,823,16,06,1156788,1863193,41.780372374,-87.700737526,"(41.780372374, -87.700737526)"
JE281181,06/27/2021 10:30:00 AM,006XX E 41ST ST,0820,THEFT,$500 AND UNDER,STREET,N,N,214,4,06,1181501,1877954,41.820343196,-87.60968036,"(41.820343196, -87.60968036)"
JE296350,07/09/2021 10:00:00 PM,078XX S WABASH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,623,6,14,1178068,1853112,41.752252933,-87.623026897,"(41.752252933, -87.623026897)"
JE295779,07/09/2021 01:50:00 PM,049XX S PRAIRIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,224,3,08B,1178876,1872340,41.804998168,-87.619481024,"(41.804998168, -87.619481024)"
JE296096,07/09/2021 06:30:00 AM,055XX W CORCORAN PL,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,1523,37,08A,1139285,1902014,41.887238537,-87.763964185,"(41.887238537, -87.763964185)"
JE296553,07/09/2021 08:00:00 PM,025XX W DIVISION ST,0560,ASSAULT,SIMPLE,STREET,N,N,1211,26,08A,1159082,1907889,41.902976579,-87.691101968,"(41.902976579, -87.691101968)"
JE327876,08/03/2021 03:12:00 PM,037XX W BYRON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1732,45,14,1150820,1925666,41.95192392,-87.720983715,"(41.95192392, -87.720983715)"
JE328178,07/14/2021 10:00:00 PM,016XX N CLAREMONT AVE,0810,THEFT,OVER $500,STREET,N,N,1434,32,06,1160437,1911080,41.911704985,-87.686036339,"(41.911704985, -87.686036339)"
JE295739,07/09/2021 12:22:00 PM,072XX S PEORIA ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,733,6,07,1171559,1856807,41.762537469,-87.646771414,"(41.762537469, -87.646771414)"
JE296939,07/09/2021 09:53:00 PM,118XX S PRAIRIE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,532,9,15,1180038,1826556,41.67933498,-87.616617854,"(41.67933498, -87.616617854)"
JE295325,07/09/2021 03:27:00 AM,038XX N SACRAMENTO AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,1733,33,26,1155703,1925312,41.950855381,-87.703043289,"(41.950855381, -87.703043289)"
JE295294,07/09/2021 02:00:00 AM,072XX S EAST END AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,N,N,324,7,14,1188787,1857358,41.763654782,-87.583611338,"(41.763654782, -87.583611338)"
JE295346,07/09/2021 06:01:00 AM,008XX N LAWNDALE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,1112,27,15,1151566,1905354,41.896171378,-87.718776528,"(41.896171378, -87.718776528)"
JE301003,07/07/2021 01:50:00 PM,020XX S MORGAN ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1235,25,06,1170009,1890437,41.854855548,-87.651474466,"(41.854855548, -87.651474466)"
JE296332,07/09/2021 10:50:00 PM,074XX S JEFFERY BLVD,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS STOP,N,N,333,5,14,1190838,1855734,41.759149092,-87.576146504,"(41.759149092, -87.576146504)"
JE299900,07/09/2021 09:30:00 PM,021XX S WABASH AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,131,3,06,1177082,1890150,41.853910939,-87.625522419,"(41.853910939, -87.625522419)"
JE295352,07/09/2021 06:14:00 AM,040XX W CERMAK RD,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,N,1013,22,14,1149888,1889077,41.851538253,-87.725362983,"(41.851538253, -87.725362983)"
JE301116,06/28/2021 02:00:00 PM,006XX W DIVERSEY PKWY,0810,THEFT,OVER $500,APARTMENT,N,N,1934,44,06,1171738,1918860,41.932812132,-87.64429052,"(41.932812132, -87.64429052)"
JE295750,07/09/2021 12:30:00 PM,022XX N HAMLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2525,35,08B,1150672,1914794,41.922093163,-87.721812851,"(41.922093163, -87.721812851)"
JE296960,07/09/2021 12:00:00 PM,053XX N BROADWAY,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,GROCERY FOOD STORE,N,N,2023,48,11,1167347,1935654,41.978991238,-87.659941972,"(41.978991238, -87.659941972)"
JE300626,07/09/2021 10:37:00 AM,035XX S MICHIGAN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,GOVERNMENT BUILDING / PROPERTY,N,N,213,3,11,1177772,1881665,41.830611847,-87.623247369,"(41.830611847, -87.623247369)"
JE295524,07/09/2021 09:50:00 AM,012XX N HAMLIN AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,2535,27,08A,1150824,1907823,41.902961112,-87.721437088,"(41.902961112, -87.721437088)"
JE328330,07/28/2021 12:00:00 PM,003XX S MORGAN ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",COMMERCIAL / BUSINESS OFFICE,N,N,1232,25,11,1169829,1898664,41.877434999,-87.651895443,"(41.877434999, -87.651895443)"
JE298820,07/09/2021 08:00:00 AM,035XX S RHODES AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,CHA APARTMENT,N,Y,212,4,26,1180162,1881716,41.830697249,-87.614476891,"(41.830697249, -87.614476891)"
JE324810,08/03/2021 04:15:00 PM,016XX W 76TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,611,17,14,1166875,1854318,41.755808621,-87.66400997,"(41.755808621, -87.66400997)"
JE330305,06/22/2021 07:00:00 AM,041XX N LINCOLN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,CURRENCY EXCHANGE,N,N,1911,47,11,1161907,1927302,41.956188581,-87.680181998,"(41.956188581, -87.680181998)"
JE324038,08/03/2021 12:03:00 AM,002XX W 59TH PL,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,711,20,15,1175482,1865511,41.786335386,-87.632132979,"(41.786335386, -87.632132979)"
JE310422,07/22/2021 02:00:00 PM,051XX S INDIANA AVE,0460,BATTERY,SIMPLE,STREET,N,N,231,3,08B,1178468,1871084,41.80156088,-87.621015557,"(41.80156088, -87.621015557)"
JE281773,06/27/2021 08:48:00 PM,002XX E HURON ST,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,N,N,1834,42,08B,1178066,1905133,41.895002822,-87.621454706,"(41.895002822, -87.621454706)"
JE281861,06/27/2021 01:00:00 AM,001XX S LOTUS AVE,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,STREET,N,N,1522,29,03,1139899,1899039,41.879063556,-87.761782127,"(41.879063556, -87.761782127)"
JE280803,06/27/2021 01:09:00 AM,055XX N LINCOLN AVE,0460,BATTERY,SIMPLE,ALLEY,N,N,2011,40,08B,1158400,1936533,41.981591543,-87.692820903,"(41.981591543, -87.692820903)"
JE324156,08/03/2021 06:50:00 AM,050XX N SPAULDING AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,1713,39,08A,1153470,1933240,41.972655093,-87.711040054,"(41.972655093, -87.711040054)"
JE324644,08/03/2021 12:30:00 PM,043XX W DIVISION ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1111,37,07,1147139,1907641,41.902533015,-87.734977583,"(41.902533015, -87.734977583)"
JE324253,08/03/2021 09:00:00 AM,030XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,1124,28,08A,1156223,1898534,41.877363835,-87.701856542,"(41.877363835, -87.701856542)"
JE328215,07/31/2021 07:00:00 PM,055XX W EDMUNDS ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,N,N,1623,45,07,1138474,1932515,41.970951297,-87.76620158,"(41.970951297, -87.76620158)"
JE324890,08/03/2021 05:09:00 PM,017XX N HARLEM AVE,0560,ASSAULT,SIMPLE,BANK,N,N,2513,29,08A,1127825,1910741,41.911387595,-87.805852428,"(41.911387595, -87.805852428)"
JE330347,07/20/2021 09:00:00 AM,040XX W GRAND AVE,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),N,N,2534,26,06,1149270,1909077,41.906432489,-87.727112721,"(41.906432489, -87.727112721)"
JE326668,08/03/2021 09:30:00 PM,029XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,133,4,14,1179389,1885691,41.841622651,-87.617191438,"(41.841622651, -87.617191438)"
JE329581,06/11/2021 01:08:00 AM,097XX S MARQUETTE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,431,10,06,1195938,1840844,41.718165013,-87.557947276,"(41.718165013, -87.557947276)"
JF140342,02/10/2022 12:00:00 AM,007XX S HALSTED ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,SCHOOL - PUBLIC GROUNDS,N,N,1232,11,26,1171155,1897095,41.873100559,-87.647072827,"(41.873100559, -87.647072827)"
JE329150,08/01/2021 12:00:00 PM,006XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,HOTEL / MOTEL,N,N,1834,42,06,1177308,1904958,41.894539838,-87.624243916,"(41.894539838, -87.624243916)"
JE383365,09/22/2021 03:30:00 PM,009XX E 133RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,533,9,08B,1185343,1817293,41.653793261,-87.597489018,"(41.653793261, -87.597489018)"
JE325043,08/03/2021 08:00:00 PM,003XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,COMMERCIAL / BUSINESS OFFICE,N,N,111,42,06,1177246,1902350,41.887384761,-87.624550742,"(41.887384761, -87.624550742)"
JE325223,08/03/2021 11:45:00 PM,005XX E 74TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,323,6,14,1181293,1856074,41.760307307,-87.611117656,"(41.760307307, -87.611117656)"
JE324928,08/03/2021 06:00:00 PM,029XX S HAYNES CT,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,913,11,04B,1168320,1885165,41.840425342,-87.657826009,"(41.840425342, -87.657826009)"
JE383135,09/22/2021 08:00:00 AM,008XX E 87TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,632,8,08B,1183534,1847147,41.735758752,-87.60318206,"(41.735758752, -87.60318206)"
JE383694,09/22/2021 08:15:00 PM,065XX N SHERIDAN RD,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,2432,49,03,1167074,1943514,42.00056515,-87.660718918,"(42.00056515, -87.660718918)"
JE434648,09/28/2021 12:00:00 AM,091XX S ESSEX AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),N,N,423,7,26,1194424,1844861,41.729225316,-87.563360786,"(41.729225316, -87.563360786)"
JE325109,08/03/2021 09:14:00 PM,097XX S GREEN ST,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,2223,34,08A,1172364,1840240,41.71705773,-87.644307135,"(41.71705773, -87.644307135)"
JE336876,08/14/2021 08:00:00 AM,010XX N ST LOUIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1121,27,08B,1152853,1906641,41.899677636,-87.714015481,"(41.899677636, -87.714015481)"
JE310002,07/22/2021 09:45:00 AM,031XX N TRIPP AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,N,Y,2523,31,26,1147593,1920719,41.938411595,-87.732973646,"(41.938411595, -87.732973646)"
JE385548,09/22/2021 12:00:00 AM,002XX W 38TH PL,0890,THEFT,FROM BUILDING,APARTMENT,N,N,915,3,06,1175088,1879433,41.824547505,-87.633161738,"(41.824547505, -87.633161738)"
JE384152,09/22/2021 01:00:00 PM,010XX N KILBOURN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1111,37,14,1146176,1906719,41.900021325,-87.738538359,"(41.900021325, -87.738538359)"
