CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JE322771,08/02/2021 12:03:00 AM,021XX W 21ST PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1234,25,14,1162480,1889720,41.853048769,-87.67912917,"(41.853048769, -87.67912917)"
JE322810,08/02/2021 12:23:00 AM,079XX S PAULINA ST,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,ALLEY,N,N,611,17,15,1166390,1852102,41.749737947,-87.665850391,"(41.749737947, -87.665850391)"
JE325138,08/02/2021 09:00:00 PM,031XX W 42ND PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,921,15,08B,1156177,1876289,41.816321925,-87.702625296,"(41.816321925, -87.702625296)"
JE324954,08/02/2021 05:00:00 PM,047XX N RACINE AVE,0810,THEFT,OVER $500,STREET,N,N,1913,46,06,1167458,1931502,41.967595626,-87.65965384,"(41.967595626, -87.65965384)"
JE352302,08/27/2021 05:53:00 PM,008XX S CENTRAL AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,PARK PROPERTY,Y,N,1513,29,15,1139202,1895753,41.870059044,-87.764421398,"(41.870059044, -87.764421398)"
JE324764,08/02/2021 11:30:00 PM,031XX W FLOURNOY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1134,24,07,1155556,1896864,41.872794624,-87.704350526,"(41.872794624, -87.704350526)"
JE322829,08/02/2021 01:03:00 AM,064XX W MC LEAN AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,N,2512,36,26,1132982,1912748,41.916806461,-87.786859939,"(41.916806461, -87.786859939)"
JE325615,08/02/2021 02:15:00 PM,001XX S MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,112,42,06,1177321,1899793,41.880366516,-87.6243529,"(41.880366516, -87.6243529)"
JE294144,07/08/2021 02:52:00 AM,033XX W DOUGLAS BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1021,24,08B,1154157,1893254,41.862916408,-87.709583233,"(41.862916408, -87.709583233)"
JE323069,08/02/2021 09:30:00 AM,031XX W ARMITAGE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1414,32,06,1155045,1913118,41.917407385,-87.70579017,"(41.917407385, -87.70579017)"
JE324071,08/02/2021 12:40:00 PM,013XX N LOREL AVE,0810,THEFT,OVER $500,APARTMENT,N,N,2532,37,06,1140393,1908455,41.904893171,-87.759737093,"(41.904893171, -87.759737093)"
JE325891,08/02/2021 03:30:00 PM,008XX E 84TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,632,8,06,1183467,1849471,41.742137624,-87.6033553,"(41.742137624, -87.6033553)"
JE325839,08/02/2021 04:00:00 AM,052XX N RESERVE AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,1614,41,08A,1116985,1933516,41.974061322,-87.845199646,"(41.974061322, -87.845199646)"
JE323662,08/02/2021 03:09:00 PM,013XX W HASTINGS ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,STREET,N,N,1233,25,26,1167718,1893853,41.86427896,-87.659785031,"(41.86427896, -87.659785031)"
JE322982,08/02/2021 06:00:00 AM,009XX W LAWRENCE AVE,0890,THEFT,FROM BUILDING,GOVERNMENT BUILDING / PROPERTY,N,N,1914,46,06,1169177,1932067,41.969108739,-87.653316794,"(41.969108739, -87.653316794)"
JE323726,08/02/2021 05:59:00 PM,083XX S ABERDEEN ST,0460,BATTERY,SIMPLE,RESIDENCE,N,N,613,21,08B,1170434,1849604,41.742796052,-87.651104044,"(41.742796052, -87.651104044)"
JE323129,08/02/2021 10:30:00 AM,012XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,CTA TRAIN,N,N,1424,2,08B,1165712,1908139,41.90352381,-87.66674162,"(41.90352381, -87.66674162)"
JE323937,08/02/2021 09:00:00 PM,090XX S COTTAGE GROVE AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,N,N,633,8,04B,1183143,1845238,41.730529332,-87.604673732,"(41.730529332, -87.604673732)"
JE355477,08/27/2021 03:00:00 AM,003XX W CHICAGO AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,1831,42,03,1174025,1905669,41.896564682,-87.636280076,"(41.896564682, -87.636280076)"
JE324579,08/02/2021 03:00:00 PM,006XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,N,N,1834,42,11,1177327,1904307,41.892753031,-87.624193896,"(41.892753031, -87.624193896)"
JE323534,08/02/2021 11:45:00 AM,107XX S WABASH AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,513,9,05,1178481,1833712,41.699007486,-87.622100827,"(41.699007486, -87.622100827)"
JE323761,08/02/2021 06:28:00 PM,059XX N KENMORE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,2022,48,26,1168170,1939538,41.989631234,-87.656802535,"(41.989631234, -87.656802535)"
JE323236,08/02/2021 12:00:00 PM,079XX S HALSTED ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,621,17,08B,1172343,1852312,41.750185415,-87.644029945,"(41.750185415, -87.644029945)"
JE295098,07/08/2021 08:25:00 PM,009XX N KEDZIE AVE,0460,BATTERY,SIMPLE,STREET,N,N,1211,27,08B,1154864,1906107,41.898172216,-87.706643364,"(41.898172216, -87.706643364)"
JE415850,10/20/2021 03:55:00 AM,085XX S CICERO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,N,Y,834,18,08B,1145925,1847569,41.737709752,-87.740958098,"(41.737709752, -87.740958098)"
JE355527,08/27/2021 05:20:00 PM,052XX S LAKE PARK AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),N,N,234,4,11,1187633,1870769,41.800483161,-87.587414531,"(41.800483161, -87.587414531)"
JE340976,06/25/2021 12:09:00 PM,039XX W 27TH ST,0266,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,N,N,1031,22,02,1150358,1885757,41.84241861,-87.72372445,"(41.84241861, -87.72372445)"
JE322994,08/02/2021 08:04:00 AM,068XX S ANTHONY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,322,20,14,1180279,1859681,41.770228593,-87.614723514,"(41.770228593, -87.614723514)"
JE323832,08/02/2021 07:25:00 PM,014XX E HYDE PARK BLVD,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,SIDEWALK,N,N,222,4,03,1186876,1871476,41.802441213,-87.590168229,"(41.802441213, -87.590168229)"
JE323487,08/02/2021 12:00:00 AM,058XX N MELVINA AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1622,45,06,1133920,1938254,41.986781141,-87.782811732,"(41.986781141, -87.782811732)"
JE324309,08/02/2021 06:00:00 PM,0000X S WABASH AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESTAURANT,N,N,112,42,14,1176814,1900256,41.881648492,-87.626200521,"(41.881648492, -87.626200521)"
JE295948,07/08/2021 09:00:00 PM,051XX S SACRAMENTO AVE,0810,THEFT,OVER $500,STREET,N,N,923,14,06,1157244,1870451,41.800280127,-87.69886937,"(41.800280127, -87.69886937)"
JE323524,08/02/2021 09:30:00 AM,014XX E 53RD ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,N,N,234,4,05,1186646,1870409,41.799518741,-87.591045517,"(41.799518741, -87.591045517)"
JE323882,08/02/2021 07:40:00 PM,074XX S PARNELL AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,732,6,06,1173832,1855675,41.759381038,-87.638474067,"(41.759381038, -87.638474067)"
JE323287,08/02/2021 12:30:00 PM,069XX S OGLESBY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,331,5,08B,1192966,1859452,41.769299904,-87.568226417,"(41.769299904, -87.568226417)"
JE323229,08/02/2021 11:30:00 AM,097XX S CHARLES ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,N,N,2213,19,04A,1167269,1840459,41.717769078,-87.662961668,"(41.717769078, -87.662961668)"
JE323274,08/02/2021 07:00:00 AM,013XX W WILSON AVE,0810,THEFT,OVER $500,STREET,N,N,1913,46,06,1166469,1930665,41.965320149,-87.663314347,"(41.965320149, -87.663314347)"
JE322909,08/02/2021 05:25:00 AM,029XX W BALMORAL AVE,0850,THEFT,ATTEMPT THEFT,DRIVEWAY - RESIDENTIAL,N,N,2011,40,06,1155796,1935733,41.979449336,-87.702419352,"(41.979449336, -87.702419352)"
JE335749,08/13/2021 01:00:00 AM,043XX N LAWNDALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1723,35,07,1150948,1928491,41.959673414,-87.720438913,"(41.959673414, -87.720438913)"
JE322853,08/02/2021 02:15:00 AM,008XX N CALIFORNIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1211,26,08B,1157569,1905528,41.896528739,-87.696723874,"(41.896528739, -87.696723874)"
JE323876,08/02/2021 08:10:00 PM,053XX S ABERDEEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,934,20,08B,1169891,1869345,41.796979614,-87.652521052,"(41.796979614, -87.652521052)"
JE340220,08/13/2021 09:30:00 AM,042XX W WASHINGTON BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1115,28,06,1148076,1900155,41.881972634,-87.731728591,"(41.881972634, -87.731728591)"
JE322789,08/02/2021 12:21:00 AM,009XX W BELMONT AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA PLATFORM,Y,N,1933,44,04B,1169269,1921430,41.93991842,-87.653288878,"(41.93991842, -87.653288878)"
JE323946,08/02/2021 04:53:00 PM,023XX N NAGLE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,ALLEY,N,Y,2512,36,26,1133033,1914718,41.922211489,-87.786626421,"(41.922211489, -87.786626421)"
JE323615,08/02/2021 12:30:00 PM,078XX S DREXEL AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,624,8,08A,1183592,1853213,41.752403158,-87.6027809,"(41.752403158, -87.6027809)"
JE323039,08/02/2021 08:49:00 AM,115XX S YALE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,N,Y,522,34,26,1176675,1828470,41.684663397,-87.628870501,"(41.684663397, -87.628870501)"
JE322910,08/02/2021 05:15:00 AM,018XX S DRAKE AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,N,Y,1021,24,04A,1153001,1890633,41.855747051,-87.713896231,"(41.855747051, -87.713896231)"
JE324124,08/02/2021 09:00:00 PM,094XX S JUSTINE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2221,21,08B,1167656,1842221,41.722595998,-87.661493876,"(41.722595998, -87.661493876)"
JE322901,08/02/2021 02:20:00 AM,020XX W BERTEAU AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,STREET,Y,N,1911,47,11,1162008,1927887,41.957791738,-87.679794296,"(41.957791738, -87.679794296)"
JE323530,08/02/2021 03:20:00 PM,041XX W PETERSON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1711,39,14,1147420,1939546,41.990077613,-87.733124765,"(41.990077613, -87.733124765)"
JE323948,08/02/2021 09:32:00 PM,002XX E HURON ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING / GROUNDS,N,N,1834,42,02,1178066,1905133,41.895002822,-87.621454706,"(41.895002822, -87.621454706)"
JE294133,07/08/2021 02:24:00 AM,065XX S HONORE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,Y,726,15,07,1165136,1861387,41.775243872,-87.670183288,"(41.775243872, -87.670183288)"
JE416989,10/20/2021 11:00:00 PM,007XX E 84TH ST,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,APARTMENT,N,N,632,6,03,1182879,1849452,41.742099153,-87.605510292,"(41.742099153, -87.605510292)"
JE335854,08/13/2021 09:00:00 AM,045XX N BROADWAY,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1914,46,06,1168212,1930388,41.964522471,-87.656913808,"(41.964522471, -87.656913808)"
JE262425,06/11/2021 05:20:00 PM,021XX S PRINCETON AVE,0560,ASSAULT,SIMPLE,STREET,N,N,914,25,08A,1174476,1889856,41.853162731,-87.635096112,"(41.853162731, -87.635096112)"
JE326261,08/02/2021 10:00:00 AM,058XX W WRIGHTWOOD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,2514,30,08A,1137145,1916690,41.927549946,-87.771469987,"(41.927549946, -87.771469987)"
JE323659,08/02/2021 02:00:00 PM,037XX W 58TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,822,23,08B,1152354,1865885,41.787847995,-87.716922735,"(41.787847995, -87.716922735)"
JE324680,08/02/2021 04:10:00 PM,022XX E 95TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,MEDICAL / DENTAL OFFICE,N,N,431,7,14,1192850,1842413,41.722546264,-87.569206243,"(41.722546264, -87.569206243)"
JE323912,08/02/2021 08:55:00 PM,031XX W 42ND PL,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,N,Y,921,15,04A,1156177,1876289,41.816321925,-87.702625296,"(41.816321925, -87.702625296)"
JE293394,04/01/2021 02:00:00 PM,002XX E 51ST ST,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,SMALL RETAIL STORE,N,N,231,3,12,1178601,1871258,41.802035326,-87.620522508,"(41.802035326, -87.620522508)"
JF140275,02/10/2022 09:45:00 AM,050XX S LAKE PARK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,222,4,07,1187358,1871995,41.803853936,-87.58838406,"(41.803853936, -87.58838406)"
JE323939,08/02/2021 07:02:00 PM,058XX S MICHIGAN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,232,20,08A,1178152,1866426,41.788786066,-87.622315729,"(41.788786066, -87.622315729)"
JE323267,08/02/2021 12:30:00 PM,028XX N MELVINA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,2511,30,08B,1134583,1918204,41.931750218,-87.78084863,"(41.931750218, -87.78084863)"
JE356999,08/27/2021 12:00:00 PM,068XX S CAMPBELL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,Y,832,17,26,1160888,1859206,41.769347733,-87.685816198,"(41.769347733, -87.685816198)"
JE322995,08/02/2021 07:46:00 AM,022XX N CLEVELAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1812,43,14,1172551,1915349,41.923159831,-87.64140697,"(41.923159831, -87.64140697)"
JE323022,08/02/2021 05:00:00 AM,032XX N LAKE SHORE DR,0560,ASSAULT,SIMPLE,STREET,N,N,1925,44,08A,1173062,1921867,41.941034149,-87.639335535,"(41.941034149, -87.639335535)"
JE323913,08/02/2021 09:30:00 PM,090XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,Y,N,633,8,14,1183143,1845238,41.730529332,-87.604673732,"(41.730529332, -87.604673732)"
JE294299,07/08/2021 08:46:00 AM,008XX E 46TH ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,APARTMENT,N,N,221,4,20,1182553,1874690,41.811362157,-87.605922555,"(41.811362157, -87.605922555)"
JE364565,09/07/2021 10:45:00 AM,049XX S KEDZIE AVE,0870,THEFT,POCKET-PICKING,GROCERY FOOD STORE,N,N,821,14,06,1155878,1871667,41.803644557,-87.70384629,"(41.803644557, -87.70384629)"
JE352113,08/27/2021 02:14:00 PM,079XX S VERNON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,N,Y,624,6,08B,1180621,1852445,41.750364392,-87.613691784,"(41.750364392, -87.613691784)"
JE325922,08/02/2021 03:30:00 PM,014XX S KENNETH AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1011,24,11,1146955,1892638,41.861366571,-87.736037002,"(41.861366571, -87.736037002)"
JE323643,08/02/2021 04:29:00 PM,061XX S CHAMPLAIN AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,N,Y,313,20,04B,1181623,1864501,41.783424215,-87.609648327,"(41.783424215, -87.609648327)"
JE322891,08/02/2021 04:15:00 AM,030XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,133,4,14,1180377,1884665,41.838784574,-87.613597396,"(41.838784574, -87.613597396)"
JE336035,08/13/2021 12:30:00 PM,052XX W ADDISON ST,0820,THEFT,$500 AND UNDER,GAS STATION,N,N,1634,30,06,1140892,1923436,41.945993442,-87.757534561,"(41.945993442, -87.757534561)"
JE322811,08/02/2021 12:43:00 AM,101XX S PRAIRIE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,511,9,04A,1179704,1837850,41.710334916,-87.617496854,"(41.710334916, -87.617496854)"
JE351440,08/27/2021 06:05:00 AM,105XX S AVENUE H,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,Y,N,432,10,14,1202835,1835583,41.703555186,-87.532865913,"(41.703555186, -87.532865913)"
JE323682,08/02/2021 03:10:00 PM,004XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,1834,42,06,1177361,1903270,41.889906681,-87.624100509,"(41.889906681, -87.624100509)"
JE323907,08/02/2021 08:32:00 PM,058XX S ASHLAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,FACTORY / MANUFACTURING BUILDING,N,N,713,16,05,1166666,1866178,41.788358466,-87.664437865,"(41.788358466, -87.664437865)"
JE323673,08/02/2021 12:00:00 AM,048XX W WOLFRAM ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2521,31,14,1143541,1918511,41.932429535,-87.747921238,"(41.932429535, -87.747921238)"
JE322961,08/02/2021 07:25:00 AM,001XX S KOSTNER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE - COMMERCIAL,N,Y,1113,28,08B,1147073,1899218,41.879420632,-87.735435602,"(41.879420632, -87.735435602)"
JE322882,08/02/2021 03:36:00 AM,0000X W CHICAGO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,Y,Y,1832,2,08B,1176117,1905725,41.896671452,-87.628594922,"(41.896671452, -87.628594922)"
JE324419,08/02/2021 04:00:00 PM,092XX S COMMERCIAL AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,423,10,06,1197746,1844398,41.727872617,-87.551207132,"(41.727872617, -87.551207132)"
JE323266,08/02/2021 11:30:00 AM,011XX W HUBBARD ST,0460,BATTERY,SIMPLE,STREET,N,N,1214,27,08B,1168977,1903241,41.890013133,-87.654890879,"(41.890013133, -87.654890879)"
JE323338,08/02/2021 01:45:00 PM,065XX S DR MARTIN LUTHER KING JR DR,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,N,Y,312,20,03,1180045,1861756,41.775927965,-87.61551777,"(41.775927965, -87.61551777)"
JE324683,08/02/2021 08:00:00 PM,023XX W SUPERIOR ST,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",APARTMENT,N,N,1221,1,07,1160743,1904943,41.894858232,-87.685082559,"(41.894858232, -87.685082559)"
JE336669,08/13/2021 11:10:00 PM,021XX S JEFFERSON ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1235,25,03,1172664,1890098,41.853867037,-87.641739555,"(41.853867037, -87.641739555)"
JE352326,08/27/2021 07:00:00 PM,016XX W 47TH ST,1330,CRIMINAL TRESPASS,TO LAND,TAVERN / LIQUOR STORE,Y,N,924,15,26,1166215,1873545,41.808584003,-87.665881774,"(41.808584003, -87.665881774)"
JE322808,08/02/2021 12:50:00 AM,010XX W BRYN MAWR AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,2022,48,04B,1168038,1937364,41.983668588,-87.657351164,"(41.983668588, -87.657351164)"
JE322941,08/02/2021 03:00:00 AM,055XX S NATCHEZ AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,811,23,06,1133994,1867038,41.791353528,-87.784215766,"(41.791353528, -87.784215766)"
JE352181,08/27/2021 04:20:00 PM,008XX E 76TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,624,8,07,1183073,1854799,41.756767384,-87.604633565,"(41.756767384, -87.604633565)"
JE322860,08/02/2021 02:09:00 AM,034XX W JACKSON BLVD,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,1133,28,15,1153558,1898479,41.877266297,-87.711643199,"(41.877266297, -87.711643199)"
JE323797,08/02/2021 06:45:00 PM,066XX S KENWOOD AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,321,5,08A,1186208,1861287,41.774497604,-87.592939826,"(41.774497604, -87.592939826)"
JE323151,08/02/2021 08:30:00 AM,076XX S JEFFERY BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,N,N,414,8,08A,1190860,1854807,41.756604794,-87.576095781,"(41.756604794, -87.576095781)"
JE323988,08/02/2021 09:40:00 PM,028XX E 77TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,421,7,08B,1196828,1854267,41.754976764,-87.55424256,"(41.754976764, -87.55424256)"
JE323408,08/02/2021 11:00:00 AM,066XX S ALBANY AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,831,17,11,1156862,1860421,41.772764102,-87.700541007,"(41.772764102, -87.700541007)"
JE323911,08/02/2021 09:01:00 PM,011XX N HARDING AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,Y,N,1112,37,18,1149847,1907216,41.90131451,-87.725041634,"(41.90131451, -87.725041634)"
JE323391,08/02/2021 01:30:00 PM,031XX S PRAIRIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,211,3,07,1178469,1884165,41.837456197,-87.620613967,"(41.837456197, -87.620613967)"
JE351656,08/27/2021 10:30:00 AM,030XX N HALSTED ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1934,44,08B,1170402,1920304,41.93680389,-87.649157807,"(41.93680389, -87.649157807)"
JE323811,08/02/2021 07:19:00 PM,090XX S MORGAN ST,0460,BATTERY,SIMPLE,RESIDENCE,N,N,2222,21,08B,1171232,1844920,41.729925111,-87.648316755,"(41.729925111, -87.648316755)"
JE323637,08/02/2021 07:00:00 AM,055XX S BISHOP ST,0810,THEFT,OVER $500,STREET,N,N,713,16,06,1167611,1867950,41.793200818,-87.660922087,"(41.793200818, -87.660922087)"
JE355718,08/27/2021 03:20:00 PM,026XX N HALSTED ST,0820,THEFT,$500 AND UNDER,MEDICAL / DENTAL OFFICE,N,N,1935,43,06,1170487,1917817,41.92997759,-87.648918387,"(41.92997759, -87.648918387)"
JE336645,08/13/2021 08:00:00 PM,007XX E 65TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,321,20,08B,1182463,1862081,41.77676407,-87.606643613,"(41.77676407, -87.606643613)"
JE322969,08/02/2021 07:40:00 AM,074XX N GREENVIEW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2422,49,08B,1164995,1949681,42.017532073,-87.668190845,"(42.017532073, -87.668190845)"
JE323518,08/02/2021 02:14:00 PM,081XX S ANTHONY AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE - YARD (FRONT / BACK),Y,Y,414,8,04A,1189198,1851211,41.746777025,-87.582301637,"(41.746777025, -87.582301637)"
JE323010,08/02/2021 08:34:00 AM,043XX S WESTERN AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,922,15,04A,1161093,1875818,41.814929014,-87.684605269,"(41.814929014, -87.684605269)"
JF142150,02/10/2022 11:30:00 PM,024XX S LEAVITT ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1034,25,14,1162084,1887912,41.848095703,-87.68063306,"(41.848095703, -87.68063306)"
JE351942,08/27/2021 02:07:00 PM,015XX N CLYBOURN AVE,0580,STALKING,SIMPLE,GROCERY FOOD STORE,N,N,1822,27,08A,1171164,1910126,41.90885825,-87.646656908,"(41.90885825, -87.646656908)"
JE323418,08/02/2021 12:00:00 PM,023XX S KEDZIE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,APARTMENT,N,N,1024,12,14,1155395,1888218,41.849072287,-87.705173886,"(41.849072287, -87.705173886)"
JE323248,08/02/2021 11:30:00 AM,003XX E 116TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,532,9,08B,1180355,1827747,41.682596015,-87.615421182,"(41.682596015, -87.615421182)"
JE323906,08/02/2021 08:30:00 PM,099XX S WENTWORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,511,9,14,1176699,1838936,41.713383076,-87.628469089,"(41.713383076, -87.628469089)"
JE322786,08/02/2021 12:15:00 AM,001XX W DIVISION ST,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,STREET,N,N,1821,2,17,1174600,1908332,41.903859252,-87.634088504,"(41.903859252, -87.634088504)"
JE337133,08/13/2021 07:00:00 PM,014XX W 103RD ST,0620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,N,N,2212,19,05,1168286,1836446,41.706734989,-87.659351843,"(41.706734989, -87.659351843)"
JE323938,08/02/2021 09:23:00 PM,050XX W IOWA ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,1531,37,04A,1142386,1905511,41.896777695,-87.752489325,"(41.896777695, -87.752489325)"
JE322799,08/02/2021 12:00:00 AM,065XX S CALIFORNIA AVE,0453,BATTERY,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,APARTMENT,N,Y,831,17,04B,1158839,1861067,41.774496674,-87.693276172,"(41.774496674, -87.693276172)"
JE323905,08/02/2021 08:23:00 PM,047XX W 63RD ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,813,13,04A,1145978,1862416,41.778451549,-87.740388993,"(41.778451549, -87.740388993)"
JE323353,08/02/2021 12:09:00 PM,044XX N KIMBALL AVE,0460,BATTERY,SIMPLE,OTHER (SPECIFY),N,N,1723,35,08B,1152919,1929365,41.962032815,-87.713169339,"(41.962032815, -87.713169339)"
